timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2019-01-01,0.00057500,0.00059600,0.00056800,0.00058900,214340.62000000,1546387199999,124.78048085,4155,104851.64000000,60.88514782,0
2019-01-02,0.00058900,0.00060000,0.00056900,0.00059700,413163.06000000,1546473599999,241.11617119,7162,222101.03000000,129.56984280,0
2019-01-03,0.00059700,0.00059900,0.00056900,0.00057400,173255.51000000,1546559999999,100.86965707,3506,74618.30000000,43.44765987,0
2019-01-04,0.00057400,0.00058900,0.00057000,0.00058200,139521.34000000,1546646399999,81.02982780,3880,67676.36000000,39.34935695,0
2019-01-05,0.00058100,0.00059500,0.00057300,0.00058500,280927.58000000,1546732799999,164.26567540,5035,133631.40000000,78.29030330,0
2019-01-06,0.00058500,0.00059700,0.00057400,0.00057600,264375.84000000,1546819199999,154.27030572,5421,113090.67000000,66.06564867,0
2019-01-07,0.00057500,0.00058000,0.00056100,0.00056700,175653.79000000,1546905599999,100.10381387,3992,80766.53000000,46.07539608,0
2019-01-08,0.00056500,0.00057500,0.00055800,0.00056600,155158.24000000,1546991999999,87.93045245,3686,71414.28000000,40.50710910,0
2019-01-09,0.00056600,0.00062600,0.00056500,0.00061000,797110.90000000,1547078399999,480.88770220,14451,377571.80000000,227.87665735,0
2019-01-10,0.00061100,0.00064900,0.00057100,0.00057900,725310.12000000,1547164799999,436.78290176,14147,325292.05000000,196.24040017,0
2019-01-11,0.00058000,0.00058900,0.00056400,0.00058400,249148.48000000,1547251199999,143.56063445,4594,121210.68000000,69.87689640,0
2019-01-12,0.00058300,0.00066600,0.00056900,0.00061400,889080.93000000,1547337599999,548.28356535,16589,435431.95000000,268.76168886,0
2019-01-13,0.00061300,0.00064200,0.00057500,0.00057900,600307.00000000,1547423999999,363.04145814,10817,317561.63000000,191.75716998,0
2019-01-14,0.00057900,0.00060400,0.00057800,0.00059300,309406.91000000,1547510399999,182.35974102,5712,155774.95000000,91.92344613,0
2019-01-15,0.00059300,0.00059900,0.00056700,0.00057900,315253.95000000,1547596799999,183.21254859,5410,127124.53000000,73.93036063,0
2019-01-16,0.00057900,0.00059000,0.00057400,0.00058400,226652.08000000,1547683199999,131.90448254,4096,106950.21000000,62.31749388,0
2019-01-17,0.00058100,0.00058600,0.00057400,0.00058400,267046.74000000,1547769599999,154.95198986,3983,126419.56000000,73.39549437,0
2019-01-18,0.00058300,0.00058500,0.00056900,0.00057600,168096.05000000,1547855999999,97.00800557,2836,66252.35000000,38.25191785,0
2019-01-19,0.00057400,0.00058400,0.00057200,0.00057900,219802.00000000,1547942399999,127.16601736,3855,94896.95000000,54.96525205,0
2019-01-20,0.00057900,0.00058300,0.00056400,0.00057300,274599.01000000,1548028799999,157.34094223,4583,129226.47000000,74.16858074,0
2019-01-21,0.00057300,0.00057800,0.00056800,0.00057300,237300.29000000,1548115199999,135.80252638,4353,117426.69000000,67.29261832,0
2019-01-22,0.00057300,0.00058400,0.00056200,0.00057700,257885.13000000,1548201599999,148.22335344,5077,104174.84000000,59.98423793,0
2019-01-23,0.00057700,0.00058600,0.00056900,0.00057400,246241.84000000,1548287999999,142.27453492,4712,99751.77000000,57.67455790,0
