timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2019-01-01,0.00003227,0.00003420,0.00003035,0.00003072,5159104.00000000,1546387199999,165.50963884,10959,2481845.00000000,79.70085693,0
2019-01-02,0.00003069,0.00003142,0.00003036,0.00003076,2651331.00000000,1546473599999,82.07117613,4866,1201223.00000000,37.23538220,0
2019-01-03,0.00003066,0.00003100,0.00002965,0.00002988,1722898.00000000,1546559999999,52.25849275,3068,754197.00000000,22.90376696,0
2019-01-04,0.00002989,0.00003104,0.00002965,0.00003026,1263731.00000000,1546646399999,38.06973805,2672,608898.00000000,18.38406986,0
2019-01-05,0.00003027,0.00003048,0.00002953,0.00003006,1142016.00000000,1546732799999,34.21506524,2008,501160.00000000,15.02495331,0
2019-01-06,0.00003015,0.00003025,0.00002904,0.00002945,1370354.00000000,1546819199999,40.71233003,1873,538879.00000000,16.02746091,0
2019-01-07,0.00002956,0.00002996,0.00002911,0.00002959,776995.00000000,1546905599999,22.90334337,1189,319424.00000000,9.43686292,0
2019-01-08,0.00002949,0.00002989,0.00002917,0.00002937,490524.00000000,1546991999999,14.45133684,880,218056.00000000,6.43307449,0
2019-01-09,0.00002935,0.00003213,0.00002924,0.00002998,3093064.00000000,1547078399999,94.78023755,5957,1689611.00000000,51.80887599,0
2019-01-10,0.00002997,0.00003064,0.00002758,0.00002825,2091842.00000000,1547164799999,60.71820510,3418,890057.00000000,25.83978636,0
2019-01-11,0.00002825,0.00002982,0.00002784,0.00002909,949163.00000000,1547251199999,27.34808836,2099,418028.00000000,12.05758825,0
2019-01-12,0.00002909,0.00002909,0.00002795,0.00002876,863576.00000000,1547337599999,24.66792585,1742,372645.00000000,10.65276552,0
2019-01-13,0.00002866,0.00003000,0.00002756,0.00002774,1200748.00000000,1547423999999,34.63224558,2445,516902.00000000,14.91272099,0
2019-01-14,0.00002771,0.00002968,0.00002756,0.00002914,1027196.00000000,1547510399999,29.66664191,2100,520757.00000000,14.99200244,0
2019-01-15,0.00002926,0.00002983,0.00002870,0.00002950,1593726.00000000,1547596799999,46.72145970,2380,612021.00000000,17.96556963,0
2019-01-16,0.00002956,0.00003386,0.00002943,0.00003292,6730928.00000000,1547683199999,212.42384279,10818,3383772.00000000,107.24933848,0
2019-01-17,0.00003292,0.00004065,0.00003271,0.00003772,19086420.00000000,1547769599999,714.79417749,31641,9293434.00000000,348.60177310,0
2019-01-18,0.00003771,0.00008728,0.00003434,0.00005857,111230766.00000000,1547855999999,6869.60267982,153837,56576367.00000000,3505.58040754,0
2019-01-19,0.00005854,0.00006877,0.00005480,0.00005791,60522387.00000000,1547942399999,3730.04505890,113752,30595407.00000000,1888.39880714,0
2019-01-20,0.00005797,0.00006240,0.00005360,0.00006085,20217711.00000000,1548028799999,1171.43181029,48821,11044174.00000000,639.21412691,0
2019-01-21,0.00006089,0.00006685,0.00005695,0.00005799,15451710.00000000,1548115199999,932.04696799,36623,7698229.00000000,464.72974277,0
2019-01-22,0.00005806,0.00005871,0.00005115,0.00005257,10620572.00000000,1548201599999,571.84035026,25082,4661144.00000000,251.15764060,0
2019-01-23,0.00005251,0.00005302,0.00004935,0.00005007,7520099.00000000,1548287999999,381.09904115,17835,3637512.00000000,184.33510782,0
2019-01-24,0.00005006,0.00005060,0.00004600,0.00004785,6264117.00000000,1548374399999,298.60052841,15548,2826692.00000000,134.87551411,0
2019-01-25,0.00004777,0.00005263,0.00004630,0.00005028,11165591.00000000,1548460799999,554.23715282,24705,5482183.00000000,273.06290033,0
2019-01-26,0.00005023,0.00005200,0.00004800,0.00004879,6975325.00000000,1548547199999,345.45040190,15305,3266780.00000000,162.10304111,0
2019-01-27,0.00004880,0.00004904,0.00004105,0.00004288,7894978.00000000,1548633599999,352.93066821,18806,3906593.00000000,174.60666459,0
2019-01-28,0.00004289,0.00004851,0.00003911,0.00004404,12844570.00000000,1548719999999,553.87125108,27061,6084879.00000000,261.67744443,0
2019-01-29,0.00004410,0.00005133,0.00004306,0.00004473,25967390.00000000,1548806399999,1208.10576747,50752,12412529.00000000,579.25679319,0
2019-01-30,0.00004471,0.00004539,0.00004280,0.00004312,8837695.00000000,1548892799999,387.07921758,18106,4439634.00000000,194.61787238,0
2019-01-31,0.00004313,0.00004344,0.00003995,0.00004122,6290766.00000000,1548979199999,262.60477159,15252,3342671.00000000,139.57694144,0
2019-02-01,0.00004122,0.00004294,0.00003939,0.00004129,4262348.00000000,1549065599999,175.31363246,10276,1918904.00000000,78.86421307,0
2019-02-02,0.00004150,0.00004232,0.00004058,0.00004137,2939861.00000000,1549151999999,121.29017281,6211,1402066.00000000,57.87822806,0
